TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
TITLE:,MEDIAN HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS),,,,
R1901,16000US4957300,"Orem city, Utah",64,"70,465","+/-8,081"
R1901,16000US4962470,"Provo city, Utah",64,"53,864","+/-5,646"
R1901,16000US4965330,"St. George city, Utah",64,"62,178","+/-5,630"
R1901,16000US4967000,"Salt Lake City city, Utah",64,"63,971","+/-3,135"
R1901,16000US4967440,"Sandy city, Utah",64,"92,032","+/-6,234"
R1901,16000US4970850,"South Jordan city, Utah",64,"108,626","+/-13,768"
R1901,16000US4982950,"West Jordan city, Utah",64,"87,006","+/-9,242"
R1901,16000US4983470,"West Valley City city, Utah",64,"73,917","+/-6,132"
R1901,16000US5101000,"Alexandria city, Virginia",64,"103,284","+/-4,138"
R1901,16000US5103000,"Arlington CDP, Virginia",64,"119,755","+/-4,315"
R1901,16000US5114440,"Centreville CDP, Virginia",64,"126,859","+/-9,495"
R1901,16000US5116000,"Chesapeake city, Virginia",64,"77,847","+/-5,541"
R1901,16000US5121088,"Dale City CDP, Virginia",64,"95,602","+/-10,160"
R1901,16000US5135000,"Hampton city, Virginia",64,"56,930","+/-5,618"
R1901,16000US5147672,"Lynchburg city, Virginia",64,"54,850","+/-6,836"
R1901,16000US5156000,"Newport News city, Virginia",64,"53,029","+/-3,959"
R1901,16000US5157000,"Norfolk city, Virginia",64,"53,093","+/-2,206"
R1901,16000US5164000,"Portsmouth city, Virginia",64,"51,195","+/-4,303"
R1901,16000US5167000,"Richmond city, Virginia",64,"51,285","+/-3,617"
R1901,16000US5168000,"Roanoke city, Virginia",64,"45,838","+/-5,826"
R1901,16000US5176432,"Suffolk city, Virginia",64,"80,481","+/-5,694"
R1901,16000US5182000,"Virginia Beach city, Virginia",64,"79,054","+/-2,722"
R1901,16000US5303180,"Auburn city, Washington",64,"73,466","+/-5,677"
R1901,16000US5305210,"Bellevue city, Washington",64,"127,402","+/-9,942"
R1901,16000US5305280,"Bellingham city, Washington",64,"58,492","+/-4,425"
R1901,16000US5322640,"Everett city, Washington",64,"64,183","+/-5,226"
R1901,16000US5323515,"Federal Way city, Washington",64,"64,263","+/-8,024"
R1901,16000US5335275,"Kennewick city, Washington",64,"61,983","+/-3,873"
R1901,16000US5335415,"Kent city, Washington",64,"81,423","+/-8,519"
R1901,16000US5335940,"Kirkland city, Washington",64,"121,588","+/-8,070"
R1901,16000US5343955,"Marysville city, Washington",64,"81,335","+/-7,459"
R1901,16000US5353545,"Pasco city, Washington",64,"60,377","+/-5,254"
R1901,16000US5357535,"Redmond city, Washington",64,"142,920","+/-12,725"
R1901,16000US5357745,"Renton city, Washington",64,"80,310","+/-6,228"
R1901,16000US5361115,"Sammamish city, Washington",64,"188,120","+/-20,254"
R1901,16000US5363000,"Seattle city, Washington",64,"102,486","+/-3,231"
R1901,16000US5365922,"South Hill CDP, Washington",64,"92,979","+/-8,187"
R1901,16000US5367000,"Spokane city, Washington",64,"52,447","+/-3,320"
R1901,16000US5367167,"Spokane Valley city, Washington",64,"57,513","+/-3,856"
R1901,16000US5370000,"Tacoma city, Washington",64,"70,411","+/-4,667"
R1901,16000US5374060,"Vancouver city, Washington",64,"66,679","+/-4,144"
R1901,16000US5380010,"Yakima city, Washington",64,"44,292","+/-5,158"
R1901,16000US5502375,"Appleton city, Wisconsin",64,"60,129","+/-3,974"
R1901,16000US5522300,"Eau Claire city, Wisconsin",64,"59,684","+/-5,284"
R1901,16000US5531000,"Green Bay city, Wisconsin",64,"49,029","+/-4,244"
R1901,16000US5539225,"Kenosha city, Wisconsin",64,"55,594","+/-5,481"
R1901,16000US5548000,"Madison city, Wisconsin",64,"66,847","+/-2,672"
R1901,16000US5553000,"Milwaukee city, Wisconsin",64,"44,192","+/-1,655"
R1901,16000US5560500,"Oshkosh city, Wisconsin",64,"54,925","+/-5,216"
R1901,16000US5566000,"Racine city, Wisconsin",64,"43,748","+/-2,326"
R1901,16000US5584250,"Waukesha city, Wisconsin",64,"72,411","+/-3,645"
R1901,16000US7206593,"Bayamón zona urbana, Puerto Rico",64,"27,732","+/-1,847"
R1901,16000US7210334,"Caguas zona urbana, Puerto Rico",64,"23,102","+/-2,494"
R1901,16000US7214290,"Carolina zona urbana, Puerto Rico",64,"28,436","+/-2,692"
R1901,16000US7232522,"Guaynabo zona urbana, Puerto Rico",64,"42,202","+/-5,166"
R1901,16000US7263820,"Ponce zona urbana, Puerto Rico",64,"15,978","+/-1,752"
R1901,16000US7276770,"San Juan zona urbana, Puerto Rico",64,"23,045","+/-1,438"
