GEOID,NAME,ESTIMATE
18149,"Starke County, Indiana",48895
18151,"Steuben County, Indiana",56101
18153,"Sullivan County, Indiana",46517
18155,"Switzerland County, Indiana",47929
18157,"Tippecanoe County, Indiana",51844
18159,"Tipton County, Indiana",55479
18161,"Union County, Indiana",48227
18163,"Vanderburgh County, Indiana",46943
18165,"Vermillion County, Indiana",48377
18167,"Vigo County, Indiana",43859
18169,"Wabash County, Indiana",50637
18171,"Warren County, Indiana",61148
18173,"Warrick County, Indiana",70648
18175,"Washington County, Indiana",47078
18177,"Wayne County, Indiana",44228
18179,"Wells County, Indiana",56265
18181,"White County, Indiana",55086
18183,"Whitley County, Indiana",61153
19001,"Adair County, Iowa",51859
19003,"Adams County, Iowa",49229
19005,"Allamakee County, Iowa",51057
19007,"Appanoose County, Iowa",41111
19009,"Audubon County, Iowa",50397
19011,"Benton County, Iowa",65475
19013,"Black Hawk County, Iowa",52688
19015,"Boone County, Iowa",61111
19017,"Bremer County, Iowa",68023
19019,"Buchanan County, Iowa",61409
19021,"Buena Vista County, Iowa",54556
19023,"Butler County, Iowa",55999
19025,"Calhoun County, Iowa",50800
19027,"Carroll County, Iowa",57674
19029,"Cass County, Iowa",48178
19031,"Cedar County, Iowa",65791
19033,"Cerro Gordo County, Iowa",52902
19035,"Cherokee County, Iowa",54658
19037,"Chickasaw County, Iowa",55385
19039,"Clarke County, Iowa",51571
19041,"Clay County, Iowa",47874
19043,"Clayton County, Iowa",52828
19045,"Clinton County, Iowa",50156
19047,"Crawford County, Iowa",53609
19049,"Dallas County, Iowa",84790
19051,"Davis County, Iowa",58464
19053,"Decatur County, Iowa",42614
19055,"Delaware County, Iowa",61179
19057,"Des Moines County, Iowa",49977
19059,"Dickinson County, Iowa",58099
19061,"Dubuque County, Iowa",61321
19063,"Emmet County, Iowa",48542
19065,"Fayette County, Iowa",50015
19067,"Floyd County, Iowa",48110
19069,"Franklin County, Iowa",53742
19071,"Fremont County, Iowa",54281
19073,"Greene County, Iowa",54050
19075,"Grundy County, Iowa",66965
19077,"Guthrie County, Iowa",57075
19079,"Hamilton County, Iowa",56273
19081,"Hancock County, Iowa",61167
19083,"Hardin County, Iowa",53872
19085,"Harrison County, Iowa",60063
19087,"Henry County, Iowa",52428
19089,"Howard County, Iowa",52742
19091,"Humboldt County, Iowa",52219
19093,"Ida County, Iowa",55969
19095,"Iowa County, Iowa",58570
19097,"Jackson County, Iowa",54070
19099,"Jasper County, Iowa",55727
19101,"Jefferson County, Iowa",43378
19103,"Johnson County, Iowa",61640
19105,"Jones County, Iowa",56012
19107,"Keokuk County, Iowa",51043
19109,"Kossuth County, Iowa",54146
19111,"Lee County, Iowa",48571
19113,"Linn County, Iowa",64862
19115,"Louisa County, Iowa",53943
19117,"Lucas County, Iowa",50206
19119,"Lyon County, Iowa",64352
19121,"Madison County, Iowa",64512
19123,"Mahaska County, Iowa",52950
19125,"Marion County, Iowa",58492
19127,"Marshall County, Iowa",54027
19129,"Mills County, Iowa",69177
19131,"Mitchell County, Iowa",55553
19133,"Monona County, Iowa",45252
19135,"Monroe County, Iowa",49549
19137,"Montgomery County, Iowa",47648
19139,"Muscatine County, Iowa",57348
19141,"O'Brien County, Iowa",53045
19143,"Osceola County, Iowa",58125
19145,"Page County, Iowa",49974
19147,"Palo Alto County, Iowa",52462
19149,"Plymouth County, Iowa",64296
19151,"Pocahontas County, Iowa",49877
19153,"Polk County, Iowa",66044
19155,"Pottawattamie County, Iowa",57467
19157,"Poweshiek County, Iowa",53520
19159,"Ringgold County, Iowa",52005
19161,"Sac County, Iowa",54958
19163,"Scott County, Iowa",58803
19165,"Shelby County, Iowa",55489
19167,"Sioux County, Iowa",67178
19169,"Story County, Iowa",54554
19171,"Tama County, Iowa",55898
19173,"Taylor County, Iowa",48717
19175,"Union County, Iowa",47518
19177,"Van Buren County, Iowa",47083
19179,"Wapello County, Iowa",45233
19181,"Warren County, Iowa",74383
19183,"Washington County, Iowa",61769
19185,"Wayne County, Iowa",45017
19187,"Webster County, Iowa",44261
19189,"Winnebago County, Iowa",51002
19191,"Winneshiek County, Iowa",62820
19193,"Woodbury County, Iowa",55483
19195,"Worth County, Iowa",54329
19197,"Wright County, Iowa",50198
20001,"Allen County, Kansas",42679
20003,"Anderson County, Kansas",46274
20005,"Atchison County, Kansas",48667
20007,"Barber County, Kansas",50613
20009,"Barton County, Kansas",50198
20011,"Bourbon County, Kansas",40733
20013,"Brown County, Kansas",48547
20015,"Butler County, Kansas",63272
20017,"Chase County, Kansas",46295
20019,"Chautauqua County, Kansas",38690
20021,"Cherokee County, Kansas",41103
20023,"Cheyenne County, Kansas",46833
20025,"Clark County, Kansas",50368
20027,"Clay County, Kansas",56186
20029,"Cloud County, Kansas",44143
20031,"Coffey County, Kansas",58636
20033,"Comanche County, Kansas",56912
20035,"Cowley County, Kansas",48087
20037,"Crawford County, Kansas",40174
20039,"Decatur County, Kansas",44104
20041,"Dickinson County, Kansas",48167
20043,"Doniphan County, Kansas",49338
20045,"Douglas County, Kansas",55832
20047,"Edwards County, Kansas",49293
20049,"Elk County, Kansas",38494
20051,"Ellis County, Kansas",52700
20053,"Ellsworth County, Kansas",48188
20055,"Finney County, Kansas",56573
20057,"Ford County, Kansas",53072
20059,"Franklin County, Kansas",55486
20061,"Geary County, Kansas",49185
20063,"Gove County, Kansas",48894
20065,"Graham County, Kansas",40769
20067,"Grant County, Kansas",55455
20069,"Gray County, Kansas",64426
20071,"Greeley County, Kansas",51250
20073,"Greenwood County, Kansas",42595
20075,"Hamilton County, Kansas",45000
20077,"Harper County, Kansas",49455
20079,"Harvey County, Kansas",56051
20081,"Haskell County, Kansas",53527
20083,"Hodgeman County, Kansas",53854
20085,"Jackson County, Kansas",55904
20087,"Jefferson County, Kansas",61793
20089,"Jewell County, Kansas",42552
20091,"Johnson County, Kansas",84915
20093,"Kearny County, Kansas",51314
20095,"Kingman County, Kansas",58483
20097,"Kiowa County, Kansas",51336
20099,"Labette County, Kansas",47668
20101,"Lane County, Kansas",51719
20103,"Leavenworth County, Kansas",71184
20105,"Lincoln County, Kansas",46196
20107,"Linn County, Kansas",43699
20109,"Logan County, Kansas",51597
20111,"Lyon County, Kansas",44191
20113,"McPherson County, Kansas",57765
20115,"Marion County, Kansas",51262
20117,"Marshall County, Kansas",50234
20119,"Meade County, Kansas",55568
20121,"Miami County, Kansas",69150
20123,"Mitchell County, Kansas",45221
20125,"Montgomery County, Kansas",45173
20127,"Morris County, Kansas",50352
20129,"Morton County, Kansas",43925
20131,"Nemaha County, Kansas",58644
20133,"Neosho County, Kansas",44294
20135,"Ness County, Kansas",51033
20137,"Norton County, Kansas",49891
20139,"Osage County, Kansas",55036
20141,"Osborne County, Kansas",48355
20143,"Ottawa County, Kansas",51971
20145,"Pawnee County, Kansas",42853
20147,"Phillips County, Kansas",48272
20149,"Pottawatomie County, Kansas",64657
20151,"Pratt County, Kansas",54029
20153,"Rawlins County, Kansas",48125
20155,"Reno County, Kansas",49174
20157,"Republic County, Kansas",48022
20159,"Rice County, Kansas",50764
20161,"Riley County, Kansas",49910
20163,"Rooks County, Kansas",50511
20165,"Rush County, Kansas",40598
20167,"Russell County, Kansas",52806
20169,"Saline County, Kansas",50515
20171,"Scott County, Kansas",71394
20173,"Sedgwick County, Kansas",54974
20175,"Seward County, Kansas",47025
20177,"Shawnee County, Kansas",55199
20179,"Sheridan County, Kansas",56071
20181,"Sherman County, Kansas",52847
20183,"Smith County, Kansas",43438
20185,"Stafford County, Kansas",48563
20187,"Stanton County, Kansas",46726
20189,"Stevens County, Kansas",56507
20191,"Sumner County, Kansas",54915
20193,"Thomas County, Kansas",57478
20195,"Trego County, Kansas",56810
20197,"Wabaunsee County, Kansas",60450
20199,"Wallace County, Kansas",58875
20201,"Washington County, Kansas",48889
20203,"Wichita County, Kansas",57566
20205,"Wilson County, Kansas",46208
20207,"Woodson County, Kansas",34621
20209,"Wyandotte County, Kansas",44873
21001,"Adair County, Kentucky",39346
21003,"Allen County, Kentucky",40893
21005,"Anderson County, Kentucky",54160
21007,"Ballard County, Kentucky",44350
21009,"Barren County, Kentucky",40216
21011,"Bath County, Kentucky",40837
21013,"Bell County, Kentucky",24628
21015,"Boone County, Kentucky",75043
21017,"Bourbon County, Kentucky",51462
21019,"Boyd County, Kentucky",46165
21021,"Boyle County, Kentucky",43274
21023,"Bracken County, Kentucky",45827
21025,"Breathitt County, Kentucky",26376
21027,"Breckinridge County, Kentucky",48189
21029,"Bullitt County, Kentucky",60534
21031,"Butler County, Kentucky",40061
21033,"Caldwell County, Kentucky",44940
21035,"Calloway County, Kentucky",40219
21037,"Campbell County, Kentucky",59782
21039,"Carlisle County, Kentucky",39664
21041,"Carroll County, Kentucky",43258
21043,"Carter County, Kentucky",33067
21045,"Casey County, Kentucky",34457
21047,"Christian County, Kentucky",41235
21049,"Clark County, Kentucky",52938
21051,"Clay County, Kentucky",26250
21053,"Clinton County, Kentucky",31115
21055,"Crittenden County, Kentucky",43169
21057,"Cumberland County, Kentucky",32906
21059,"Daviess County, Kentucky",49836
21061,"Edmonson County, Kentucky",41360
21063,"Elliott County, Kentucky",33377
21065,"Estill County, Kentucky",31337
21067,"Fayette County, Kentucky",54918
21069,"Fleming County, Kentucky",42213
21071,"Floyd County, Kentucky",31267
21073,"Franklin County, Kentucky",55068
21075,"Fulton County, Kentucky",28559
21077,"Gallatin County, Kentucky",50204
21079,"Garrard County, Kentucky",49888
21081,"Grant County, Kentucky",45610
21083,"Graves County, Kentucky",41615
21085,"Grayson County, Kentucky",37906
21087,"Green County, Kentucky",37374
21089,"Greenup County, Kentucky",49343
21091,"Hancock County, Kentucky",52019
21093,"Hardin County, Kentucky",53168
21095,"Harlan County, Kentucky",26324
21097,"Harrison County, Kentucky",49696
21099,"Hart County, Kentucky",37795
21101,"Henderson County, Kentucky",45389
21103,"Henry County, Kentucky",51447
21105,"Hickman County, Kentucky",40463
21107,"Hopkins County, Kentucky",45738
21109,"Jackson County, Kentucky",32143
21111,"Jefferson County, Kentucky",54357
21113,"Jessamine County, Kentucky",56728
21115,"Johnson County, Kentucky",37559
21117,"Kenton County, Kentucky",61606
21119,"Knott County, Kentucky",29326
21121,"Knox County, Kentucky",28790
21123,"Larue County, Kentucky",41779
21125,"Laurel County, Kentucky",39230
21127,"Lawrence County, Kentucky",31813
21129,"Lee County, Kentucky",23972
21131,"Leslie County, Kentucky",30798
21133,"Letcher County, Kentucky",29856
21135,"Lewis County, Kentucky",31096
21137,"Lincoln County, Kentucky",39833
21139,"Livingston County, Kentucky",46076
21141,"Logan County, Kentucky",43842
21143,"Lyon County, Kentucky",50097
21145,"McCracken County, Kentucky",44486
21147,"McCreary County, Kentucky",23273
21149,"McLean County, Kentucky",50445
21151,"Madison County, Kentucky",48687
21153,"Magoffin County, Kentucky",29516
21155,"Marion County, Kentucky",38544
21157,"Marshall County, Kentucky",50731
21159,"Martin County, Kentucky",35125
21161,"Mason County, Kentucky",41415
21163,"Meade County, Kentucky",57963
21165,"Menifee County, Kentucky",39905
21167,"Mercer County, Kentucky",50475
21169,"Metcalfe County, Kentucky",35809
21171,"Monroe County, Kentucky",34167
21173,"Montgomery County, Kentucky",41974
21175,"Morgan County, Kentucky",34419
21177,"Muhlenberg County, Kentucky",43110
21179,"Nelson County, Kentucky",57469
21181,"Nicholas County, Kentucky",41354
21183,"Ohio County, Kentucky",42826
21185,"Oldham County, Kentucky",97597
21187,"Owen County, Kentucky",45338
21189,"Owsley County, Kentucky",25530
21191,"Pendleton County, Kentucky",52620
21193,"Perry County, Kentucky",31046
21195,"Pike County, Kentucky",34081
21197,"Powell County, Kentucky",36958
21199,"Pulaski County, Kentucky",37921
21201,"Robertson County, Kentucky",38864
21203,"Rockcastle County, Kentucky",36468
21205,"Rowan County, Kentucky",37639
21207,"Russell County, Kentucky",36159
21209,"Scott County, Kentucky",66966
21211,"Shelby County, Kentucky",64240
21213,"Simpson County, Kentucky",48311
21215,"Spencer County, Kentucky",77738
21217,"Taylor County, Kentucky",39055
21219,"Todd County, Kentucky",41865
21221,"Trigg County, Kentucky",52279
21223,"Trimble County, Kentucky",47470
21225,"Union County, Kentucky",42844
21227,"Warren County, Kentucky",52007
21229,"Washington County, Kentucky",50794
21231,"Wayne County, Kentucky",34039
21233,"Webster County, Kentucky",40947
21235,"Whitley County, Kentucky",36897
21237,"Wolfe County, Kentucky",22458
21239,"Woodford County, Kentucky",62629
22001,"Acadia Parish, Louisiana",41177
22003,"Allen Parish, Louisiana",41009
22005,"Ascension Parish, Louisiana",76589
22007,"Assumption Parish, Louisiana",44744
22009,"Avoyelles Parish, Louisiana",38077
22011,"Beauregard Parish, Louisiana",50738
22013,"Bienville Parish, Louisiana",30300
22015,"Bossier Parish, Louisiana",53806
22017,"Caddo Parish, Louisiana",40866
22019,"Calcasieu Parish, Louisiana",49452
22021,"Caldwell Parish, Louisiana",32174
22023,"Cameron Parish, Louisiana",55000
22025,"Catahoula Parish, Louisiana",38854
22027,"Claiborne Parish, Louisiana",27303
22029,"Concordia Parish, Louisiana",31813
22031,"De Soto Parish, Louisiana",44230
22033,"East Baton Rouge Parish, Louisiana",52719
22035,"East Carroll Parish, Louisiana",21161
22037,"East Feliciana Parish, Louisiana",48129
22039,"Evangeline Parish, Louisiana",32180
22041,"Franklin Parish, Louisiana",35466
22043,"Grant Parish, Louisiana",40792
22045,"Iberia Parish, Louisiana",45274
22047,"Iberville Parish, Louisiana",47797
22049,"Jackson Parish, Louisiana",38523
22051,"Jefferson Parish, Louisiana",52558
22053,"Jefferson Davis Parish, Louisiana",39653
22055,"Lafayette Parish, Louisiana",54726
22057,"Lafourche Parish, Louisiana",53089
22059,"LaSalle Parish, Louisiana",36868
22061,"Lincoln Parish, Louisiana",34154
22063,"Livingston Parish, Louisiana",63159
22065,"Madison Parish, Louisiana",27810
22067,"Morehouse Parish, Louisiana",33333
22069,"Natchitoches Parish, Louisiana",27795
22071,"Orleans Parish, Louisiana",39576
22073,"Ouachita Parish, Louisiana",41314
22075,"Plaquemines Parish, Louisiana",52386
22077,"Pointe Coupee Parish, Louisiana",44269
22079,"Rapides Parish, Louisiana",44852
22081,"Red River Parish, Louisiana",33446
22083,"Richland Parish, Louisiana",34422
22085,"Sabine Parish, Louisiana",39465
22087,"St. Bernard Parish, Louisiana",46011
22089,"St. Charles Parish, Louisiana",66620
22091,"St. Helena Parish, Louisiana",39895
22093,"St. James Parish, Louisiana",50661
22095,"St. John the Baptist Parish, Louisiana",54821
22097,"St. Landry Parish, Louisiana",33288
22099,"St. Martin Parish, Louisiana",47974
22101,"St. Mary Parish, Louisiana",40485
22103,"St. Tammany Parish, Louisiana",67706
22105,"Tangipahoa Parish, Louisiana",46297
22107,"Tensas Parish, Louisiana",23870
22109,"Terrebonne Parish, Louisiana",48866
22111,"Union Parish, Louisiana",43083
22113,"Vermilion Parish, Louisiana",50690
22115,"Vernon Parish, Louisiana",47772
22117,"Washington Parish, Louisiana",34985
22119,"Webster Parish, Louisiana",30358
22121,"West Baton Rouge Parish, Louisiana",60908
22123,"West Carroll Parish, Louisiana",36528
22125,"West Feliciana Parish, Louisiana",55510
22127,"Winn Parish, Louisiana",35398
23001,"Androscoggin County, Maine",51412
23003,"Aroostook County, Maine",39824
23005,"Cumberland County, Maine",69708
23007,"Franklin County, Maine",48053
23009,"Hancock County, Maine",53068
23011,"Kennebec County, Maine",52929
23013,"Knox County, Maine",55402
23015,"Lincoln County, Maine",55180
23017,"Oxford County, Maine",47275
23019,"Penobscot County, Maine",49374
23021,"Piscataquis County, Maine",39470
23023,"Sagadahoc County, Maine",62131
23025,"Somerset County, Maine",42491
23027,"Waldo County, Maine",51564
23029,"Washington County, Maine",41384
23031,"York County, Maine",65538
24001,"Allegany County, Maryland",44065
24003,"Anne Arundel County, Maryland",97810
24005,"Baltimore County, Maryland",74127
24009,"Calvert County, Maryland",104301
24011,"Caroline County, Maryland",54956
24013,"Carroll County, Maryland",93363
24015,"Cecil County, Maryland",72845
24017,"Charles County, Maryland",95924
24019,"Dorchester County, Maryland",52145
24021,"Frederick County, Maryland",91999
24023,"Garrett County, Maryland",49619
24025,"Harford County, Maryland",85942
24027,"Howard County, Maryland",117730
24029,"Kent County, Maryland",56009
24031,"Montgomery County, Maryland",106287
24033,"Prince George's County, Maryland",81969
24035,"Queen Anne's County, Maryland",92167
24037,"St. Mary's County, Maryland",90438
24039,"Somerset County, Maryland",42165
24041,"Talbot County, Maryland",67204
24043,"Washington County, Maryland",59719
24045,"Wicomico County, Maryland",56608
24047,"Worcester County, Maryland",61145
24510,"Baltimore city, Maryland",48840
25001,"Barnstable County, Massachusetts",70621
25003,"Berkshire County, Massachusetts",56674
25005,"Bristol County, Massachusetts",66157
25007,"Dukes County, Massachusetts",71224
25009,"Essex County, Massachusetts",75878
25011,"Franklin County, Massachusetts",59522
25013,"Hampden County, Massachusetts",53403
25015,"Hampshire County, Massachusetts",67044
25017,"Middlesex County, Massachusetts",97012
25019,"Nantucket County, Massachusetts",105171
25021,"Norfolk County, Massachusetts",99511
25023,"Plymouth County, Massachusetts",85654
25025,"Suffolk County, Massachusetts",64582
25027,"Worcester County, Massachusetts",71895
26001,"Alcona County, Michigan",39735
26003,"Alger County, Michigan",46007
26005,"Allegan County, Michigan",59883
26007,"Alpena County, Michigan",41991
26009,"Antrim County, Michigan",52589
26011,"Arenac County, Michigan",40769
26013,"Baraga County, Michigan",42444
26015,"Barry County, Michigan",61016
26017,"Bay County, Michigan",48005
26019,"Benzie County, Michigan",56639
26021,"Berrien County, Michigan",49135
26023,"Branch County, Michigan",50536
26025,"Calhoun County, Michigan",47426
26027,"Cass County, Michigan",53571
26029,"Charlevoix County, Michigan",53207
26031,"Cheboygan County, Michigan",46161
26033,"Chippewa County, Michigan",44483
26035,"Clare County, Michigan",37369
26037,"Clinton County, Michigan",67482
26039,"Crawford County, Michigan",47443
26041,"Delta County, Michigan",46490
26043,"Dickinson County, Michigan",48966
26045,"Eaton County, Michigan",62474
26047,"Emmet County, Michigan",54055
26049,"Genesee County, Michigan",47006
26051,"Gladwin County, Michigan",43290
26053,"Gogebic County, Michigan",38798
26055,"Grand Traverse County, Michigan",61485
26057,"Gratiot County, Michigan",44991
26059,"Hillsdale County, Michigan",48392
26061,"Houghton County, Michigan",42852
26063,"Huron County, Michigan",46320
26065,"Ingham County, Michigan",50940
26067,"Ionia County, Michigan",54343
26069,"Iosco County, Michigan",42102
26071,"Iron County, Michigan",38918
26073,"Isabella County, Michigan",44408
26075,"Jackson County, Michigan",51431
26077,"Kalamazoo County, Michigan",54431
26079,"Kalkaska County, Michigan",46004
26081,"Kent County, Michigan",60351
26083,"Keweenaw County, Michigan",49779
26085,"Lake County, Michigan",34631
26087,"Lapeer County, Michigan",58952
26089,"Leelanau County, Michigan",63831
26091,"Lenawee County, Michigan",53972
26093,"Livingston County, Michigan",80897
26095,"Luce County, Michigan",42255
26097,"Mackinac County, Michigan",46507
26099,"Macomb County, Michigan",60466
26101,"Manistee County, Michigan",47172
26103,"Marquette County, Michigan",50771
26105,"Mason County, Michigan",49663
26107,"Mecosta County, Michigan",44460
26109,"Menominee County, Michigan",45508
26111,"Midland County, Michigan",59271
26113,"Missaukee County, Michigan",44766
26115,"Monroe County, Michigan",61514
26117,"Montcalm County, Michigan",47000
26119,"Montmorency County, Michigan",42305
26121,"Muskegon County, Michigan",48329
26123,"Newaygo County, Michigan",46724
26125,"Oakland County, Michigan",76387
26127,"Oceana County, Michigan",46217
26129,"Ogemaw County, Michigan",40150
26131,"Ontonagon County, Michigan",38906
26133,"Osceola County, Michigan",42689
26135,"Oscoda County, Michigan",40255
26137,"Otsego County, Michigan",52645
26139,"Ottawa County, Michigan",67468
26141,"Presque Isle County, Michigan",46439
26143,"Roscommon County, Michigan",40302
26145,"Saginaw County, Michigan",46919
26147,"St. Clair County, Michigan",55240
26149,"St. Joseph County, Michigan",50117
26151,"Sanilac County, Michigan",45277
26153,"Schoolcraft County, Michigan",40747
26155,"Shiawassee County, Michigan",54742
26157,"Tuscola County, Michigan",47694
26159,"Van Buren County, Michigan",52351
26161,"Washtenaw County, Michigan",69434
26163,"Wayne County, Michigan",45321
26165,"Wexford County, Michigan",44166
27001,"Aitkin County, Minnesota",45989
27003,"Anoka County, Minnesota",79923
27005,"Becker County, Minnesota",59278
27007,"Beltrami County, Minnesota",47410
27009,"Benton County, Minnesota",56357
27011,"Big Stone County, Minnesota",51920
27013,"Blue Earth County, Minnesota",55861
27015,"Brown County, Minnesota",57728
27017,"Carlton County, Minnesota",60390
27019,"Carver County, Minnesota",97895
27021,"Cass County, Minnesota",50173
27023,"Chippewa County, Minnesota",54552
27025,"Chisago County, Minnesota",80409
27027,"Clay County, Minnesota",65000
27029,"Clearwater County, Minnesota",46291
27031,"Cook County, Minnesota",52271
27033,"Cottonwood County, Minnesota",53354
27035,"Crow Wing County, Minnesota",54508
27037,"Dakota County, Minnesota",83288
27039,"Dodge County, Minnesota",71669
27041,"Douglas County, Minnesota",60676
27043,"Faribault County, Minnesota",52286
27045,"Fillmore County, Minnesota",59451
27047,"Freeborn County, Minnesota",52447
27049,"Goodhue County, Minnesota",64765
27051,"Grant County, Minnesota",55912
27053,"Hennepin County, Minnesota",74113
27055,"Houston County, Minnesota",58729
27057,"Hubbard County, Minnesota",55472
27059,"Isanti County, Minnesota",72473
27061,"Itasca County, Minnesota",53022
27063,"Jackson County, Minnesota",57010
27065,"Kanabec County, Minnesota",53300
27067,"Kandiyohi County, Minnesota",59089
27069,"Kittson County, Minnesota",57112
27071,"Koochiching County, Minnesota",47129
27073,"Lac qui Parle County, Minnesota",52199
27075,"Lake County, Minnesota",59516
27077,"Lake of the Woods County, Minnesota",49068
27079,"Le Sueur County, Minnesota",67451
27081,"Lincoln County, Minnesota",52301
27083,"Lyon County, Minnesota",55525
27085,"McLeod County, Minnesota",61275
27087,"Mahnomen County, Minnesota",44537
27089,"Marshall County, Minnesota",58723
27091,"Martin County, Minnesota",53915
27093,"Meeker County, Minnesota",61856
27095,"Mille Lacs County, Minnesota",53888
27097,"Morrison County, Minnesota",54962
27099,"Mower County, Minnesota",53665
27101,"Murray County, Minnesota",57500
27103,"Nicollet County, Minnesota",65027
27105,"Nobles County, Minnesota",54149
27107,"Norman County, Minnesota",55206
27109,"Olmsted County, Minnesota",74880
27111,"Otter Tail County, Minnesota",57131
27113,"Pennington County, Minnesota",59036
27115,"Pine County, Minnesota",49138
27117,"Pipestone County, Minnesota",52309
27119,"Polk County, Minnesota",57151
27121,"Pope County, Minnesota",58132
27123,"Ramsey County, Minnesota",62304
27125,"Red Lake County, Minnesota",56588
27127,"Redwood County, Minnesota",53230
27129,"Renville County, Minnesota",57886
27131,"Rice County, Minnesota",65758
27133,"Rock County, Minnesota",59890
27135,"Roseau County, Minnesota",59644
27137,"St. Louis County, Minnesota",53344
27139,"Scott County, Minnesota",97744
27141,"Sherburne County, Minnesota",85818
27143,"Sibley County, Minnesota",62761
27145,"Stearns County, Minnesota",60606
27147,"Steele County, Minnesota",62731
27149,"Stevens County, Minnesota",58363
27151,"Swift County, Minnesota",48577
27153,"Todd County, Minnesota",52872
27155,"Traverse County, Minnesota",48784
27157,"Wabasha County, Minnesota",65138
27159,"Wadena County, Minnesota",45860
27161,"Waseca County, Minnesota",55612
27163,"Washington County, Minnesota",92376
27165,"Watonwan County, Minnesota",51097
27167,"Wilkin County, Minnesota",54935
27169,"Winona County, Minnesota",55529
27171,"Wright County, Minnesota",81881
27173,"Yellow Medicine County, Minnesota",56943
28001,"Adams County, Mississippi",29203
28003,"Alcorn County, Mississippi",40180
28005,"Amite County, Mississippi",31854
28007,"Attala County, Mississippi",34756
28009,"Benton County, Mississippi",35974
28011,"Bolivar County, Mississippi",29912
28013,"Calhoun County, Mississippi",36440
28015,"Carroll County, Mississippi",43060
28017,"Chickasaw County, Mississippi",35939
28019,"Choctaw County, Mississippi",37203
28021,"Claiborne County, Mississippi",26732
28023,"Clarke County, Mississippi",39246
28025,"Clay County, Mississippi",35121
28027,"Coahoma County, Mississippi",30009
28029,"Copiah County, Mississippi",40361
28031,"Covington County, Mississippi",35931
28033,"DeSoto County, Mississippi",65169
28035,"Forrest County, Mississippi",40675
28037,"Franklin County, Mississippi",40810
28039,"George County, Mississippi",48319
28041,"Greene County, Mississippi",49447
28043,"Grenada County, Mississippi",36877
28045,"Hancock County, Mississippi",47543
28047,"Harrison County, Mississippi",45566
28049,"Hinds County, Mississippi",43005
28051,"Holmes County, Mississippi",21093
28053,"Humphreys County, Mississippi",28507
28055,"Issaquena County, Mississippi",25776
28057,"Itawamba County, Mississippi",40510
28059,"Jackson County, Mississippi",51142
28061,"Jasper County, Mississippi",35931
28063,"Jefferson County, Mississippi",20188
28065,"Jefferson Davis County, Mississippi",30083
28067,"Jones County, Mississippi",41263
28069,"Kemper County, Mississippi",28176
28071,"Lafayette County, Mississippi",47132
28073,"Lamar County, Mississippi",58188
28075,"Lauderdale County, Mississippi",41704
28077,"Lawrence County, Mississippi",42290
28079,"Leake County, Mississippi",33482
28081,"Lee County, Mississippi",47978
28083,"Leflore County, Mississippi",26052
28085,"Lincoln County, Mississippi",40355
28087,"Lowndes County, Mississippi",45355
28089,"Madison County, Mississippi",71690
28091,"Marion County, Mississippi",31446
28093,"Marshall County, Mississippi",41572
28095,"Monroe County, Mississippi",40940
28097,"Montgomery County, Mississippi",33667
28099,"Neshoba County, Mississippi",36875
28101,"Newton County, Mississippi",33831
28103,"Noxubee County, Mississippi",36000
28105,"Oktibbeha County, Mississippi",38800
28107,"Panola County, Mississippi",36563
28109,"Pearl River County, Mississippi",45820
28111,"Perry County, Mississippi",39007
28113,"Pike County, Mississippi",30910
28115,"Pontotoc County, Mississippi",41379
28117,"Prentiss County, Mississippi",37519
28119,"Quitman County, Mississippi",25510
28121,"Rankin County, Mississippi",64557
28123,"Scott County, Mississippi",33735
28125,"Sharkey County, Mississippi",28799
28127,"Simpson County, Mississippi",37946
28129,"Smith County, Mississippi",41657
28131,"Stone County, Mississippi",44883
28133,"Sunflower County, Mississippi",30029
28135,"Tallahatchie County, Mississippi",30028
28137,"Tate County, Mississippi",51056
28139,"Tippah County, Mississippi",39839
28141,"Tishomingo County, Mississippi",37312
28143,"Tunica County, Mississippi",37822
28145,"Union County, Mississippi",41287
28147,"Walthall County, Mississippi",29804
28149,"Warren County, Mississippi",43039
28151,"Washington County, Mississippi",30834
28153,"Wayne County, Mississippi",37970
28155,"Webster County, Mississippi",40683
28157,"Wilkinson County, Mississippi",26599
28159,"Winston County, Mississippi",36214
28161,"Yalobusha County, Mississippi",41864
28163,"Yazoo County, Mississippi",31402
29001,"Adair County, Missouri",40046
29003,"Andrew County, Missouri",55683
29005,"Atchison County, Missouri",48385
29007,"Audrain County, Missouri",43761
29009,"Barry County, Missouri",41463
29011,"Barton County, Missouri",41625
29013,"Bates County, Missouri",46186
29015,"Benton County, Missouri",38028
29017,"Bollinger County, Missouri",42985
29019,"Boone County, Missouri",54043
29021,"Buchanan County, Missouri",50457
29023,"Butler County, Missouri",39058
29025,"Caldwell County, Missouri",48033
29027,"Callaway County, Missouri",55376
29029,"Camden County, Missouri",52087
29031,"Cape Girardeau County, Missouri",51730
29033,"Carroll County, Missouri",42149
29035,"Carter County, Missouri",39415
29037,"Cass County, Missouri",67659
29039,"Cedar County, Missouri",39412
29041,"Chariton County, Missouri",46992
29043,"Christian County, Missouri",57019
29045,"Clark County, Missouri",47955
29047,"Clay County, Missouri",68367
29049,"Clinton County, Missouri",58510
29051,"Cole County, Missouri",57587
29053,"Cooper County, Missouri",48750
29055,"Crawford County, Missouri",38036
29057,"Dade County, Missouri",39979
