GEOID,NAME,ESTIMATE
29059,"Dallas County, Missouri",41551
29061,"Daviess County, Missouri",50380
29063,"DeKalb County, Missouri",50000
29065,"Dent County, Missouri",39916
29067,"Douglas County, Missouri",34372
29069,"Dunklin County, Missouri",34186
29071,"Franklin County, Missouri",55312
29073,"Gasconade County, Missouri",53439
29075,"Gentry County, Missouri",42689
29077,"Greene County, Missouri",44808
29079,"Grundy County, Missouri",42574
29081,"Harrison County, Missouri",40168
29083,"Henry County, Missouri",43911
29085,"Hickory County, Missouri",36190
29087,"Holt County, Missouri",45610
29089,"Howard County, Missouri",50372
29091,"Howell County, Missouri",36143
29093,"Iron County, Missouri",37188
29095,"Jackson County, Missouri",52805
29097,"Jasper County, Missouri",46929
29099,"Jefferson County, Missouri",63030
29101,"Johnson County, Missouri",53056
29103,"Knox County, Missouri",40383
29105,"Laclede County, Missouri",46192
29107,"Lafayette County, Missouri",54661
29109,"Lawrence County, Missouri",43373
29111,"Lewis County, Missouri",47764
29113,"Lincoln County, Missouri",61628
29115,"Linn County, Missouri",43642
29117,"Livingston County, Missouri",47885
29119,"McDonald County, Missouri",42019
29121,"Macon County, Missouri",40007
29123,"Madison County, Missouri",41322
29125,"Maries County, Missouri",44436
29127,"Marion County, Missouri",46762
29129,"Mercer County, Missouri",44085
29131,"Miller County, Missouri",42718
29133,"Mississippi County, Missouri",32846
29135,"Moniteau County, Missouri",54828
29137,"Monroe County, Missouri",43973
29139,"Montgomery County, Missouri",45862
29141,"Morgan County, Missouri",37727
29143,"New Madrid County, Missouri",35399
29145,"Newton County, Missouri",49023
29147,"Nodaway County, Missouri",43349
29149,"Oregon County, Missouri",32534
29151,"Osage County, Missouri",58476
29153,"Ozark County, Missouri",32601
29155,"Pemiscot County, Missouri",33390
29157,"Perry County, Missouri",54964
29159,"Pettis County, Missouri",44382
29161,"Phelps County, Missouri",42846
29163,"Pike County, Missouri",45753
29165,"Platte County, Missouri",76912
29167,"Polk County, Missouri",44892
29169,"Pulaski County, Missouri",51665
29171,"Putnam County, Missouri",37367
29173,"Ralls County, Missouri",55546
29175,"Randolph County, Missouri",46610
29177,"Ray County, Missouri",59857
29179,"Reynolds County, Missouri",40929
29181,"Ripley County, Missouri",33343
29183,"St. Charles County, Missouri",81411
29185,"St. Clair County, Missouri",38470
29186,"Ste. Genevieve County, Missouri",56234
29187,"St. Francois County, Missouri",45774
29189,"St. Louis County, Missouri",65300
29195,"Saline County, Missouri",43201
29197,"Schuyler County, Missouri",39697
29199,"Scotland County, Missouri",42965
29201,"Scott County, Missouri",42231
29203,"Shannon County, Missouri",32180
29205,"Shelby County, Missouri",44051
29207,"Stoddard County, Missouri",40567
29209,"Stone County, Missouri",46443
29211,"Sullivan County, Missouri",42604
29213,"Taney County, Missouri",41487
29215,"Texas County, Missouri",35277
29217,"Vernon County, Missouri",43379
29219,"Warren County, Missouri",57948
29221,"Washington County, Missouri",39621
29223,"Wayne County, Missouri",34391
29225,"Webster County, Missouri",47421
29227,"Worth County, Missouri",52500
29229,"Wright County, Missouri",32752
29510,"St. Louis city, Missouri",41107
30001,"Beaverhead County, Montana",44809
30003,"Big Horn County, Montana",46365
30005,"Blaine County, Montana",38083
30007,"Broadwater County, Montana",56469
30009,"Carbon County, Montana",57538
30011,"Carter County, Montana",44196
30013,"Cascade County, Montana",48160
30015,"Chouteau County, Montana",40942
30017,"Custer County, Montana",55841
30019,"Daniels County, Montana",54750
30021,"Dawson County, Montana",59820
30023,"Deer Lodge County, Montana",41783
30025,"Fallon County, Montana",60750
30027,"Fergus County, Montana",50327
30029,"Flathead County, Montana",52966
30031,"Gallatin County, Montana",61499
30033,"Garfield County, Montana",45893
30035,"Glacier County, Montana",31029
30037,"Golden Valley County, Montana",39952
30039,"Granite County, Montana",48958
30041,"Hill County, Montana",47141
30043,"Jefferson County, Montana",66867
30045,"Judith Basin County, Montana",45764
30047,"Lake County, Montana",45488
30049,"Lewis and Clark County, Montana",62130
30051,"Liberty County, Montana",47419
30053,"Lincoln County, Montana",38287
30055,"McCone County, Montana",47500
30057,"Madison County, Montana",50247
30059,"Meagher County, Montana",43109
30061,"Mineral County, Montana",41905
30063,"Missoula County, Montana",51270
30065,"Musselshell County, Montana",41612
30067,"Park County, Montana",49194
30069,"Petroleum County, Montana",44688
30071,"Phillips County, Montana",46222
30073,"Pondera County, Montana",45458
30075,"Powder River County, Montana",52457
30077,"Powell County, Montana",49652
30079,"Prairie County, Montana",47250
30081,"Ravalli County, Montana",48930
30083,"Richland County, Montana",67272
30085,"Roosevelt County, Montana",42904
30087,"Rosebud County, Montana",56549
30089,"Sanders County, Montana",36984
30091,"Sheridan County, Montana",54321
30093,"Silver Bow County, Montana",42237
30095,"Stillwater County, Montana",63785
30097,"Sweet Grass County, Montana",49514
30099,"Teton County, Montana",51862
30101,"Toole County, Montana",46823
30103,"Treasure County, Montana",42292
30105,"Valley County, Montana",55882
30107,"Wheatland County, Montana",41186
30109,"Wibaux County, Montana",50202
30111,"Yellowstone County, Montana",59117
31001,"Adams County, Nebraska",51536
31003,"Antelope County, Nebraska",48716
31005,"Arthur County, Nebraska",43854
31007,"Banner County, Nebraska",59625
31009,"Blaine County, Nebraska",50870
31011,"Boone County, Nebraska",54063
31013,"Box Butte County, Nebraska",56412
31015,"Boyd County, Nebraska",50729
31017,"Brown County, Nebraska",41550
31019,"Buffalo County, Nebraska",56952
31021,"Burt County, Nebraska",51482
31023,"Butler County, Nebraska",55562
31025,"Cass County, Nebraska",71139
31027,"Cedar County, Nebraska",58978
31029,"Chase County, Nebraska",55833
31031,"Cherry County, Nebraska",53684
31033,"Cheyenne County, Nebraska",56538
31035,"Clay County, Nebraska",56316
31037,"Colfax County, Nebraska",56528
31039,"Cuming County, Nebraska",55190
31041,"Custer County, Nebraska",49891
31043,"Dakota County, Nebraska",55017
31045,"Dawes County, Nebraska",51748
31047,"Dawson County, Nebraska",53769
31049,"Deuel County, Nebraska",48500
31051,"Dixon County, Nebraska",56775
31053,"Dodge County, Nebraska",53101
31055,"Douglas County, Nebraska",61688
31057,"Dundy County, Nebraska",44350
31059,"Fillmore County, Nebraska",55625
31061,"Franklin County, Nebraska",49235
31063,"Frontier County, Nebraska",51855
31065,"Furnas County, Nebraska",47989
31067,"Gage County, Nebraska",51662
31069,"Garden County, Nebraska",44471
31071,"Garfield County, Nebraska",48545
31073,"Gosper County, Nebraska",62545
31075,"Grant County, Nebraska",39479
31077,"Greeley County, Nebraska",47128
31079,"Hall County, Nebraska",54742
31081,"Hamilton County, Nebraska",64042
31083,"Harlan County, Nebraska",50344
31085,"Hayes County, Nebraska",45515
31087,"Hitchcock County, Nebraska",42902
31089,"Holt County, Nebraska",57468
31091,"Hooker County, Nebraska",39115
31093,"Howard County, Nebraska",54399
31095,"Jefferson County, Nebraska",43295
31097,"Johnson County, Nebraska",52794
31099,"Kearney County, Nebraska",56952
31101,"Keith County, Nebraska",48901
31103,"Keya Paha County, Nebraska",49688
31105,"Kimball County, Nebraska",43856
31107,"Knox County, Nebraska",49752
31109,"Lancaster County, Nebraska",58009
31111,"Lincoln County, Nebraska",56794
31113,"Logan County, Nebraska",51607
31115,"Loup County, Nebraska",53125
31117,"McPherson County, Nebraska",48882
31119,"Madison County, Nebraska",52857
31121,"Merrick County, Nebraska",54197
31123,"Morrill County, Nebraska",45121
31125,"Nance County, Nebraska",45833
31127,"Nemaha County, Nebraska",51922
31129,"Nuckolls County, Nebraska",42049
31131,"Otoe County, Nebraska",54828
31133,"Pawnee County, Nebraska",46314
31135,"Perkins County, Nebraska",62469
31137,"Phelps County, Nebraska",57241
31139,"Pierce County, Nebraska",56620
31141,"Platte County, Nebraska",62617
31143,"Polk County, Nebraska",61962
31145,"Red Willow County, Nebraska",46859
31147,"Richardson County, Nebraska",48096
31149,"Rock County, Nebraska",52604
31151,"Saline County, Nebraska",51143
31153,"Sarpy County, Nebraska",79549
31155,"Saunders County, Nebraska",66718
31157,"Scotts Bluff County, Nebraska",50157
31159,"Seward County, Nebraska",67591
31161,"Sheridan County, Nebraska",41719
31163,"Sherman County, Nebraska",51172
31165,"Sioux County, Nebraska",46875
31167,"Stanton County, Nebraska",62687
31169,"Thayer County, Nebraska",50734
31171,"Thomas County, Nebraska",50682
31173,"Thurston County, Nebraska",48149
31175,"Valley County, Nebraska",55170
31177,"Washington County, Nebraska",70753
31179,"Wayne County, Nebraska",62623
31181,"Webster County, Nebraska",42298
31183,"Wheeler County, Nebraska",52083
31185,"York County, Nebraska",59779
32001,"Churchill County, Nevada",51514
32003,"Clark County, Nevada",56802
32005,"Douglas County, Nevada",62503
32007,"Elko County, Nevada",77209
32009,"Esmeralda County, Nevada",40000
32011,"Eureka County, Nevada",77625
32013,"Humboldt County, Nevada",70373
32015,"Lander County, Nevada",93583
32017,"Lincoln County, Nevada",56414
32019,"Lyon County, Nevada",55493
32021,"Mineral County, Nevada",41163
32023,"Nye County, Nevada",45711
32027,"Pershing County, Nevada",50846
32029,"Storey County, Nevada",62284
32031,"Washoe County, Nevada",61155
32033,"White Pine County, Nevada",62993
32510,"Carson City, Nevada",52034
33001,"Belknap County, New Hampshire",68368
33003,"Carroll County, New Hampshire",61116
33005,"Cheshire County, New Hampshire",63057
33007,"Coos County, New Hampshire",45696
33009,"Grafton County, New Hampshire",63153
33011,"Hillsborough County, New Hampshire",78655
33013,"Merrimack County, New Hampshire",72478
33015,"Rockingham County, New Hampshire",90429
33017,"Strafford County, New Hampshire",70650
33019,"Sullivan County, New Hampshire",60780
34001,"Atlantic County, New Jersey",59989
34003,"Bergen County, New Jersey",95837
34005,"Burlington County, New Jersey",84992
34007,"Camden County, New Jersey",67118
34009,"Cape May County, New Jersey",63690
34011,"Cumberland County, New Jersey",52593
34013,"Essex County, New Jersey",59302
34015,"Gloucester County, New Jersey",85160
34017,"Hudson County, New Jersey",66289
34019,"Hunterdon County, New Jersey",112535
34021,"Mercer County, New Jersey",79990
34023,"Middlesex County, New Jersey",85954
34025,"Monmouth County, New Jersey",95699
34027,"Morris County, New Jersey",111316
34029,"Ocean County, New Jersey",68021
34031,"Passaic County, New Jersey",66476
34033,"Salem County, New Jersey",64309
34035,"Somerset County, New Jersey",111772
34037,"Sussex County, New Jersey",90520
34039,"Union County, New Jersey",77095
34041,"Warren County, New Jersey",78145
35001,"Bernalillo County, New Mexico",51643
35003,"Catron County, New Mexico",42480
35005,"Chaves County, New Mexico",43197
35006,"Cibola County, New Mexico",37368
35007,"Colfax County, New Mexico",33783
35009,"Curry County, New Mexico",46182
35011,"De Baca County, New Mexico",31028
35013,"Do�a Ana County, New Mexico",39164
35015,"Eddy County, New Mexico",62982
35017,"Grant County, New Mexico",37880
35019,"Guadalupe County, New Mexico",24085
35021,"Harding County, New Mexico",30875
35023,"Hidalgo County, New Mexico",36339
35025,"Lea County, New Mexico",59797
35027,"Lincoln County, New Mexico",42267
35028,"Los Alamos County, New Mexico",115248
35029,"Luna County, New Mexico",27377
35031,"McKinley County, New Mexico",31674
35033,"Mora County, New Mexico",26968
35035,"Otero County, New Mexico",42752
35037,"Quay County, New Mexico",27075
35039,"Rio Arriba County, New Mexico",35075
35041,"Roosevelt County, New Mexico",40775
35043,"Sandoval County, New Mexico",59420
35045,"San Juan County, New Mexico",50582
35047,"San Miguel County, New Mexico",31660
35049,"Santa Fe County, New Mexico",59192
35051,"Sierra County, New Mexico",30451
35053,"Socorro County, New Mexico",36146
35055,"Taos County, New Mexico",36758
35057,"Torrance County, New Mexico",37218
35059,"Union County, New Mexico",37936
35061,"Valencia County, New Mexico",45084
36001,"Albany County, New York",64535
36003,"Allegany County, New York",47033
36005,"Bronx County, New York",38085
36007,"Broome County, New York",50859
36009,"Cattaraugus County, New York",47240
36011,"Cayuga County, New York",56579
36013,"Chautauqua County, New York",45332
36015,"Chemung County, New York",53299
36017,"Chenango County, New York",50595
36019,"Clinton County, New York",55178
36021,"Columbia County, New York",63032
36023,"Cortland County, New York",54489
36025,"Delaware County, New York",48827
36027,"Dutchess County, New York",78028
36029,"Erie County, New York",55673
36031,"Essex County, New York",56196
36033,"Franklin County, New York",51696
36035,"Fulton County, New York",50248
36037,"Genesee County, New York",59338
36039,"Greene County, New York",53617
36041,"Hamilton County, New York",57552
36043,"Herkimer County, New York",51862
36045,"Jefferson County, New York",52268
36047,"Kings County, New York",56015
36049,"Lewis County, New York",52380
36051,"Livingston County, New York",56071
36053,"Madison County, New York",60228
36055,"Monroe County, New York",57479
36057,"Montgomery County, New York",45837
36059,"Nassau County, New York",111240
36061,"New York County, New York",82459
36063,"Niagara County, New York",54085
36065,"Oneida County, New York",53844
36067,"Onondaga County, New York",59225
36069,"Ontario County, New York",63359
36071,"Orange County, New York",76716
36073,"Orleans County, New York",51843
36075,"Oswego County, New York",53597
36077,"Otsego County, New York",53121
36079,"Putnam County, New York",102186
36081,"Queens County, New York",64987
36083,"Rensselaer County, New York",65851
36085,"Richmond County, New York",79267
36087,"Rockland County, New York",91108
36089,"St. Lawrence County, New York",49305
36091,"Saratoga County, New York",80839
36093,"Schenectady County, New York",63785
36095,"Schoharie County, New York",53989
36097,"Schuyler County, New York",51479
36099,"Seneca County, New York",54695
36101,"Steuben County, New York",51789
36103,"Suffolk County, New York",96675
36105,"Sullivan County, New York",56256
36107,"Tioga County, New York",60736
36109,"Tompkins County, New York",58743
36111,"Ulster County, New York",63348
36113,"Warren County, New York",59813
36115,"Washington County, New York",54114
36117,"Wayne County, New York",55765
36119,"Westchester County, New York",92758
36121,"Wyoming County, New York",57914
36123,"Yates County, New York",54343
37001,"Alamance County, North Carolina",45735
37003,"Alexander County, North Carolina",44961
37005,"Alleghany County, North Carolina",37558
37007,"Anson County, North Carolina",39126
37009,"Ashe County, North Carolina",40978
37011,"Avery County, North Carolina",38134
37013,"Beaufort County, North Carolina",43688
37015,"Bertie County, North Carolina",33143
37017,"Bladen County, North Carolina",32378
37019,"Brunswick County, North Carolina",54406
37021,"Buncombe County, North Carolina",50668
37023,"Burke County, North Carolina",42516
37025,"Cabarrus County, North Carolina",64174
37027,"Caldwell County, North Carolina",42072
37029,"Camden County, North Carolina",63349
37031,"Carteret County, North Carolina",54428
37033,"Caswell County, North Carolina",43961
37035,"Catawba County, North Carolina",51157
37037,"Chatham County, North Carolina",63531
37039,"Cherokee County, North Carolina",40294
37041,"Chowan County, North Carolina",42621
37043,"Clay County, North Carolina",38801
37045,"Cleveland County, North Carolina",40393
37047,"Columbus County, North Carolina",36398
37049,"Craven County, North Carolina",50870
37051,"Cumberland County, North Carolina",45716
37053,"Currituck County, North Carolina",66284
37055,"Dare County, North Carolina",58012
37057,"Davidson County, North Carolina",47271
37059,"Davie County, North Carolina",57611
37061,"Duplin County, North Carolina",38850
37063,"Durham County, North Carolina",58190
37065,"Edgecombe County, North Carolina",35516
37067,"Forsyth County, North Carolina",50128
37069,"Franklin County, North Carolina",53175
37071,"Gaston County, North Carolina",49384
37073,"Gates County, North Carolina",52205
37075,"Graham County, North Carolina",36525
37077,"Granville County, North Carolina",55628
37079,"Greene County, North Carolina",38306
37081,"Guilford County, North Carolina",51072
37083,"Halifax County, North Carolina",34251
37085,"Harnett County, North Carolina",51630
37087,"Haywood County, North Carolina",49800
37089,"Henderson County, North Carolina",52815
37091,"Hertford County, North Carolina",37005
37093,"Hoke County, North Carolina",47535
37095,"Hyde County, North Carolina",45466
37097,"Iredell County, North Carolina",58198
37099,"Jackson County, North Carolina",44028
37101,"Johnston County, North Carolina",56842
37103,"Jones County, North Carolina",36892
37105,"Lee County, North Carolina",48873
37107,"Lenoir County, North Carolina",38387
37109,"Lincoln County, North Carolina",53318
37111,"McDowell County, North Carolina",40913
37113,"Macon County, North Carolina",43597
37115,"Madison County, North Carolina",42410
37117,"Martin County, North Carolina",39205
37119,"Mecklenburg County, North Carolina",64312
37121,"Mitchell County, North Carolina",44186
37123,"Montgomery County, North Carolina",42346
37125,"Moore County, North Carolina",57899
37127,"Nash County, North Carolina",48362
37129,"New Hanover County, North Carolina",52716
37131,"Northampton County, North Carolina",35499
37133,"Onslow County, North Carolina",49491
37135,"Orange County, North Carolina",68211
37137,"Pamlico County, North Carolina",44947
37139,"Pasquotank County, North Carolina",48279
37141,"Pender County, North Carolina",52989
37143,"Perquimans County, North Carolina",45915
37145,"Person County, North Carolina",48811
37147,"Pitt County, North Carolina",44315
37149,"Polk County, North Carolina",48834
37151,"Randolph County, North Carolina",45006
37153,"Richmond County, North Carolina",36091
37155,"Robeson County, North Carolina",33679
37157,"Rockingham County, North Carolina",42490
37159,"Rowan County, North Carolina",48667
37161,"Rutherford County, North Carolina",40347
37163,"Sampson County, North Carolina",39068
37165,"Scotland County, North Carolina",35617
37167,"Stanly County, North Carolina",49590
37169,"Stokes County, North Carolina",46169
37171,"Surry County, North Carolina",41068
37173,"Swain County, North Carolina",36773
37175,"Transylvania County, North Carolina",46629
37177,"Tyrrell County, North Carolina",35472
37179,"Union County, North Carolina",75397
37181,"Vance County, North Carolina",37282
37183,"Wake County, North Carolina",76956
37185,"Warren County, North Carolina",35962
37187,"Washington County, North Carolina",35512
37189,"Watauga County, North Carolina",45268
37191,"Wayne County, North Carolina",42192
37193,"Wilkes County, North Carolina",40829
37195,"Wilson County, North Carolina",42850
37197,"Yadkin County, North Carolina",42876
37199,"Yancey County, North Carolina",39888
38001,"Adams County, North Dakota",54875
38003,"Barnes County, North Dakota",57064
38005,"Benson County, North Dakota",44313
38007,"Billings County, North Dakota",92604
38009,"Bottineau County, North Dakota",59882
38011,"Bowman County, North Dakota",65063
38013,"Burke County, North Dakota",74931
38015,"Burleigh County, North Dakota",69719
38017,"Cass County, North Dakota",62031
38019,"Cavalier County, North Dakota",67591
38021,"Dickey County, North Dakota",60918
38023,"Divide County, North Dakota",60074
38025,"Dunn County, North Dakota",70500
38027,"Eddy County, North Dakota",51563
38029,"Emmons County, North Dakota",51029
38031,"Foster County, North Dakota",60613
38033,"Golden Valley County, North Dakota",56087
38035,"Grand Forks County, North Dakota",51951
38037,"Grant County, North Dakota",50962
38039,"Griggs County, North Dakota",52794
38041,"Hettinger County, North Dakota",56761
38043,"Kidder County, North Dakota",57734
38045,"LaMoure County, North Dakota",59426
38047,"Logan County, North Dakota",58144
38049,"McHenry County, North Dakota",62637
38051,"McIntosh County, North Dakota",50739
38053,"McKenzie County, North Dakota",80732
38055,"McLean County, North Dakota",65648
38057,"Mercer County, North Dakota",79890
38059,"Morton County, North Dakota",67584
38061,"Mountrail County, North Dakota",70678
38063,"Nelson County, North Dakota",48798
38065,"Oliver County, North Dakota",68333
38067,"Pembina County, North Dakota",64962
38069,"Pierce County, North Dakota",48802
38071,"Ramsey County, North Dakota",57313
38073,"Ransom County, North Dakota",61810
38075,"Renville County, North Dakota",68182
38077,"Richland County, North Dakota",61990
38079,"Rolette County, North Dakota",39884
38081,"Sargent County, North Dakota",67200
38083,"Sheridan County, North Dakota",49261
38085,"Sioux County, North Dakota",40862
38087,"Slope County, North Dakota",63942
38089,"Stark County, North Dakota",75708
38091,"Steele County, North Dakota",65848
38093,"Stutsman County, North Dakota",57642
38095,"Towner County, North Dakota",53696
38097,"Traill County, North Dakota",62870
38099,"Walsh County, North Dakota",54414
38101,"Ward County, North Dakota",67753
38103,"Wells County, North Dakota",57989
38105,"Williams County, North Dakota",86575
39001,"Adams County, Ohio",36894
39003,"Allen County, Ohio",50552
39005,"Ashland County, Ohio",52730
39007,"Ashtabula County, Ohio",44823
39009,"Athens County, Ohio",37778
39011,"Auglaize County, Ohio",61758
39013,"Belmont County, Ohio",49361
39015,"Brown County, Ohio",52356
39017,"Butler County, Ohio",63358
39019,"Carroll County, Ohio",52394
39021,"Champaign County, Ohio",57103
39023,"Clark County, Ohio",48502
39025,"Clermont County, Ohio",64822
39027,"Clinton County, Ohio",51354
39029,"Columbiana County, Ohio",46306
39031,"Coshocton County, Ohio",44491
39033,"Crawford County, Ohio",42892
39035,"Cuyahoga County, Ohio",48435
39037,"Darke County, Ohio",52691
39039,"Defiance County, Ohio",57665
39041,"Delaware County, Ohio",104322
39043,"Erie County, Ohio",52270
39045,"Fairfield County, Ohio",66175
39047,"Fayette County, Ohio",46478
39049,"Franklin County, Ohio",58762
39051,"Fulton County, Ohio",60231
39053,"Gallia County, Ohio",42113
39055,"Geauga County, Ohio",79956
39057,"Greene County, Ohio",67109
39059,"Guernsey County, Ohio",43975
39061,"Hamilton County, Ohio",54976
39063,"Hancock County, Ohio",55644
39065,"Hardin County, Ohio",48773
39067,"Harrison County, Ohio",48462
39069,"Henry County, Ohio",59083
39071,"Highland County, Ohio",43297
39073,"Hocking County, Ohio",50000
39075,"Holmes County, Ohio",62111
39077,"Huron County, Ohio",51559
39079,"Jackson County, Ohio",45340
39081,"Jefferson County, Ohio",44819
39083,"Knox County, Ohio",55131
39085,"Lake County, Ohio",63475
39087,"Lawrence County, Ohio",44372
39089,"Licking County, Ohio",62715
39091,"Logan County, Ohio",55150
39093,"Lorain County, Ohio",56965
39095,"Lucas County, Ohio",46924
39097,"Madison County, Ohio",65264
39099,"Mahoning County, Ohio",44682
39101,"Marion County, Ohio",45464
39103,"Medina County, Ohio",74243
39105,"Meigs County, Ohio",43591
39107,"Mercer County, Ohio",59417
39109,"Miami County, Ohio",57544
39111,"Monroe County, Ohio",43956
39113,"Montgomery County, Ohio",49314
39115,"Morgan County, Ohio",41731
39117,"Morrow County, Ohio",56010
39119,"Muskingum County, Ohio",45276
39121,"Noble County, Ohio",47456
39123,"Ottawa County, Ohio",57918
39125,"Paulding County, Ohio",51933
39127,"Perry County, Ohio",48811
39129,"Pickaway County, Ohio",62214
39131,"Pike County, Ohio",43729
39133,"Portage County, Ohio",56618
39135,"Preble County, Ohio",55374
39137,"Putnam County, Ohio",62001
39139,"Richland County, Ohio",47346
39141,"Ross County, Ohio",48403
39143,"Sandusky County, Ohio",51701
39145,"Scioto County, Ohio",39731
39147,"Seneca County, Ohio",49936
39149,"Shelby County, Ohio",61042
39151,"Stark County, Ohio",52190
39153,"Summit County, Ohio",55448
39155,"Trumbull County, Ohio",45975
39157,"Tuscarawas County, Ohio",51170
39159,"Union County, Ohio",82775
39161,"Van Wert County, Ohio",52754
39163,"Vinton County, Ohio",42114
39165,"Warren County, Ohio",83330
39167,"Washington County, Ohio",48572
39169,"Wayne County, Ohio",56348
39171,"Williams County, Ohio",49491
39173,"Wood County, Ohio",59789
39175,"Wyandot County, Ohio",52940
40001,"Adair County, Oklahoma",32986
40003,"Alfalfa County, Oklahoma",59569
40005,"Atoka County, Oklahoma",38821
40007,"Beaver County, Oklahoma",51996
40009,"Beckham County, Oklahoma",48725
40011,"Blaine County, Oklahoma",50391
40013,"Bryan County, Oklahoma",43245
40015,"Caddo County, Oklahoma",44588
40017,"Canadian County, Oklahoma",71157
40019,"Carter County, Oklahoma",49216
40021,"Cherokee County, Oklahoma",40936
40023,"Choctaw County, Oklahoma",32129
40025,"Cimarron County, Oklahoma",46071
40027,"Cleveland County, Oklahoma",62863
40029,"Coal County, Oklahoma",40000
40031,"Comanche County, Oklahoma",52227
40033,"Cotton County, Oklahoma",51623
40035,"Craig County, Oklahoma",41701
40037,"Creek County, Oklahoma",49578
40039,"Custer County, Oklahoma",48884
40041,"Delaware County, Oklahoma",39742
40043,"Dewey County, Oklahoma",50037
40045,"Ellis County, Oklahoma",52705
40047,"Garfield County, Oklahoma",51332
40049,"Garvin County, Oklahoma",45066
40051,"Grady County, Oklahoma",58177
40053,"Grant County, Oklahoma",56287
40055,"Greer County, Oklahoma",38322
40057,"Harmon County, Oklahoma",41607
40059,"Harper County, Oklahoma",50114
40061,"Haskell County, Oklahoma",39375
40063,"Hughes County, Oklahoma",39265
40065,"Jackson County, Oklahoma",45757
40067,"Jefferson County, Oklahoma",37319
40069,"Johnston County, Oklahoma",40077
40071,"Kay County, Oklahoma",45426
40073,"Kingfisher County, Oklahoma",60656
40075,"Kiowa County, Oklahoma",38209
40077,"Latimer County, Oklahoma",42363
40079,"Le Flore County, Oklahoma",39769
40081,"Lincoln County, Oklahoma",49362
40083,"Logan County, Oklahoma",62035
40085,"Love County, Oklahoma",52007
40087,"McClain County, Oklahoma",64492
40089,"McCurtain County, Oklahoma",35829
40091,"McIntosh County, Oklahoma",37086
40093,"Major County, Oklahoma",54118
40095,"Marshall County, Oklahoma",45828
40097,"Mayes County, Oklahoma",48853
40099,"Murray County, Oklahoma",51490
40101,"Muskogee County, Oklahoma",42689
40103,"Noble County, Oklahoma",53253
40105,"Nowata County, Oklahoma",41895
40107,"Okfuskee County, Oklahoma",38527
40109,"Oklahoma County, Oklahoma",52855
40111,"Okmulgee County, Oklahoma",42175
40113,"Osage County, Oklahoma",47789
40115,"Ottawa County, Oklahoma",39070
40117,"Pawnee County, Oklahoma",47413
40119,"Payne County, Oklahoma",40944
40121,"Pittsburg County, Oklahoma",45346
40123,"Pontotoc County, Oklahoma",49235
40125,"Pottawatomie County, Oklahoma",47683
40127,"Pushmataha County, Oklahoma",37457
40129,"Roger Mills County, Oklahoma",47667
40131,"Rogers County, Oklahoma",62949
40133,"Seminole County, Oklahoma",38706
40135,"Sequoyah County, Oklahoma",38328
40137,"Stephens County, Oklahoma",46166
40139,"Texas County, Oklahoma",50450
40141,"Tillman County, Oklahoma",40462
40143,"Tulsa County, Oklahoma",53902
40145,"Wagoner County, Oklahoma",61566
40147,"Washington County, Oklahoma",52103
40149,"Washita County, Oklahoma",52510
40151,"Woods County, Oklahoma",56899
40153,"Woodward County, Oklahoma",58706
41001,"Baker County, Oregon",43921
41003,"Benton County, Oregon",58655
41005,"Clackamas County, Oregon",76597
41007,"Clatsop County, Oregon",52583
41009,"Columbia County, Oregon",59714
41011,"Coos County, Oregon",43308
41013,"Crook County, Oregon",44524
41015,"Curry County, Oregon",46396
41017,"Deschutes County, Oregon",63680
41019,"Douglas County, Oregon",45812
41021,"Gilliam County, Oregon",42976
41023,"Grant County, Oregon",45357
41025,"Harney County, Oregon",41797
41027,"Hood River County, Oregon",62935
41029,"Jackson County, Oregon",50851
41031,"Jefferson County, Oregon",50339
41033,"Josephine County, Oregon",43046
41035,"Klamath County, Oregon",43522
41037,"Lake County, Oregon",36627
41039,"Lane County, Oregon",49958
41041,"Lincoln County, Oregon",46061
41043,"Linn County, Oregon",52097
41045,"Malheur County, Oregon",42478
41047,"Marion County, Oregon",56097
41049,"Morrow County, Oregon",55440
41051,"Multnomah County, Oregon",64337
41053,"Polk County, Oregon",58344
41055,"Sherman County, Oregon",48056
41057,"Tillamook County, Oregon",47500
41059,"Umatilla County, Oregon",51887
41061,"Union County, Oregon",48617
41063,"Wallowa County, Oregon",44953
41065,"Wasco County, Oregon",50973
41067,"Washington County, Oregon",78010
41069,"Wheeler County, Oregon",33456
41071,"Yamhill County, Oregon",59484
42001,"Adams County, Pennsylvania",64507
42003,"Allegheny County, Pennsylvania",58383
42005,"Armstrong County, Pennsylvania",49032
42007,"Beaver County, Pennsylvania",55828
42009,"Bedford County, Pennsylvania",49146
42011,"Berks County, Pennsylvania",61522
42013,"Blair County, Pennsylvania",47969
42015,"Bradford County, Pennsylvania",51457
42017,"Bucks County, Pennsylvania",86055
42019,"Butler County, Pennsylvania",68472
42021,"Cambria County, Pennsylvania",45901
42023,"Cameron County, Pennsylvania",41485
42025,"Carbon County, Pennsylvania",53624
42027,"Centre County, Pennsylvania",58055
42029,"Chester County, Pennsylvania",96726
42031,"Clarion County, Pennsylvania",45625
42033,"Clearfield County, Pennsylvania",47270
42035,"Clinton County, Pennsylvania",49234
42037,"Columbia County, Pennsylvania",49889
42039,"Crawford County, Pennsylvania",49144
42041,"Cumberland County, Pennsylvania",68895
42043,"Dauphin County, Pennsylvania",58916
42045,"Delaware County, Pennsylvania",71539
